#added text
new first line
14.2	531.0	0.0618	0.9382	1.14325276212
14.2	532.0	0.07905	0.92095	1.14557732058
14.2	533.0	0.09989	0.90011	1.15730604188
14.2	534.0	0.12324	0.87676	1.16119742919
14.2	535.0	0.14674	0.85326	1.16904517259
14.2	536.0	0.16745	0.83255	1.16354821168
14.2	537.0	0.1837	0.8163	1.18890522755
14.2	538.0	0.19683	0.80317	1.20416797515
14.2	539.0	0.21055	0.78945	1.34713824856
14.2	540.0	0.22923	0.77077	1.38807712047
14.2	541.0	0.257	0.743	1.39513244746
14.2	542.0	0.35513	0.64487	1.39870615912
14.2	543.0	0.42917	0.57083	1.40662262996
14.2	544.0	0.51272	0.48728	1.41046961104
14.2	545.0	0.58921	0.41079	1.53146731184
14.2	546.0	0.64245	0.35755	1.50744593334
14.2	547.0	0.67056	0.32944	1.50334544074
14.2	548.0	0.68412	0.31588	1.4827785739
14.2	549.0	0.6958	0.3042	1.49610531371
14.2	550.0	0.71381	0.28619	1.51827129517
14.2	551.0	0.7415	0.2585	1.50708957705
14.2	552.0	0.77969	0.22031	1.51666556244
14.2	553.0	0.82823	0.17177	1.52003003274
14.2	554.0	0.88397	0.11603	1.49784802014
14.2	555.0	0.93686	0.06314	1.47049719519
14.2	556.0	0.9733	0.0267	1.47545160739
14.2	557.0	0.98836	0.01164	1.4750679613
14.2	558.0	0.98926	0.01074	1.43164356104
14.2	559.0	0.98576	0.01424	1.37528622687
14.2	560.0	0.98308	0.01692	1.29186375378
14.2	561.0	0.98228	0.01772	1.21543380792
14.2	562.0	0.98267	0.01733	1.13121580916
14.2	563.0	0.98336	0.01664	1.04889912453
14.2	564.0	0.98413	0.01587	0.956470360547
14.2	565.0	0.98555	0.01445	0.870555499667
14.2	566.0	0.98817	0.01183	0.779176026071
14.2	567.0	0.99149	0.00850999	0.685756956357
14.2	568.0	0.99401	0.00599003	0.589204406299
14.2	569.0	0.9941	0.00590003	0.492727553386
14.2	570.0	0.99119	0.00880998	0.444748562214
14.2	571.0	0.98617	0.01383	0.379934989857
14.2	572.0	0.9811	0.0189	0.31856377069
14.2	573.0	0.97822	0.02178	0.263836958305
14.2	574.0	0.97892	0.02108	0.215135532747
14.2	575.0	0.98312	0.01688	0.173382853997
14.2	576.0	0.98928	0.01072	0.138679593136
14.2	577.0	0.99505	0.00494999	0.109939749301
14.2	578.0	0.99827	0.00173002	0.0862374248872
14.2	579.0	0.99785	0.00215	0.0665552381767
14.2	580.0	0.99421	0.00579	0.0504048387305
14.2	581.0	0.98891	0.01109	0.0370427963593
14.2	582.0	0.98388	0.01612	0.0263688338752
14.2	583.0	0.98066	0.01934	0.0180098659842
14.2	584.0	0.98001	0.01999	0.0113519144035
14.2	585.0	0.98183	0.01817	0.00640698492869
14.2	586.0	0.98535	0.01465	0.00317585014946
14.2	587.0	0.98945	0.01055	0.00117754036673
14.2	588.0	0.99302	0.00698	0.000197189599856
14.2	589.0	0.9952	0.00480002	5.67740838346e-06
14.2	590.0	0.99557	0.00443	6.65471999117e-05
14.2	591.0	0.99418	0.00581998	0.000694115477809
14.2	592.0	0.99155	0.00844997	0.00235386678548
14.2	593.0	0.98852	0.01148	0.00558561761521
14.2	594.0	0.98606	0.01394	0.0106205378863
14.2	595.0	0.98496	0.01504	0.0177449946577
14.2	596.0	0.98563	0.01437	0.0274024545295
14.2	597.0	0.9879	0.0121	0.0399634836301
14.2	598.0	0.99106	0.00893998	0.0559016041501
14.2	599.0	0.99403	0.00597	0.0758495254325
14.2	600.0	0.99575	0.00424999	0.100510954897
14.2	601.0	0.99563	0.00436997	0.130329253692
14.2	602.0	0.9938	0.00620002	0.166169082023
14.2	603.0	0.99107	0.00893003	0.209046086842
14.2	604.0	0.98857	0.01143	0.259643629168
14.2	605.0	0.98736	0.01264	0.320377445764
14.2	606.0	0.98791	0.01209	0.391172760178
14.2	607.0	0.98995	0.01005	0.473128491623
14.2	608.0	0.99253	0.00747001	0.566193877111
14.2	609.0	0.99448	0.00551999	0.667673295867
14.2	610.0	0.99485	0.00515002	0.781853113777
14.2	611.0	0.99338	0.00661999	0.906869930299
14.2	612.0	0.99054	0.00945997	1.04618418154
14.2	613.0	0.98738	0.01262	1.19703426441
14.2	614.0	0.98507	0.01493	1.3603564954
14.2	615.0	0.98444	0.01556	1.52815163471
14.2	616.0	0.98558	0.01442	1.70953333273
14.2	617.0	0.98781	0.01219	1.90716307513
14.2	618.0	0.98999	0.01001	2.09351444951
14.2	619.0	0.99096	0.00904	2.31278815643
14.2	620.0	0.99008	0.00992	2.52356163218
14.2	621.0	0.98751	0.01249	2.76125362907
14.2	622.0	0.98406	0.01594	2.96392459147
14.2	623.0	0.98094	0.01906	3.2077241682
14.2	624.0	0.97919	0.02081	3.41806537669
14.2	625.0	0.97932	0.02068	3.66743003798
14.2	626.0	0.98103	0.01897	3.94793819856
14.2	627.0	0.98336	0.01664	4.19432899892
14.2	628.0	0.9851	0.0149	4.43018472066
14.2	629.0	0.98527	0.01473	4.68290977043
14.2	630.0	0.98356	0.01644	4.89350974375
14.2	631.0	0.98043	0.01957	5.10673182524
14.2	632.0	0.97694	0.02306	5.38385589032
14.2	633.0	0.9743	0.0257	5.60621274246
14.2	634.0	0.97346	0.02654	5.92734724913
14.2	635.0	0.97471	0.02529	6.18676335083
14.2	636.0	0.97758	0.02242	6.36503673188
14.2	637.0	0.98102	0.01898	6.77474891851
14.2	638.0	0.98381	0.01619	7.08414557654
14.2	639.0	0.98501	0.01499	7.34129112654
14.2	640.0	0.98434	0.01566	7.61548427281
14.2	641.0	0.98225	0.01775	7.8580715085
14.2	642.0	0.97973	0.02027	7.88354397482
14.2	643.0	0.97789	0.02211	8.22442618166
14.2	644.0	0.97762	0.02238	8.66432268938
14.2	645.0	0.97918	0.02082	8.87682150498
14.2	646.0	0.98227	0.01773	9.10342700527
14.2	647.0	0.98597	0.01403	9.29106834942
14.2	648.0	0.98923	0.01077	9.42757037889
14.2	649.0	0.99116	0.00884002	9.87023076367
14.2	650.0	0.99141	0.00858998	10.1567787712
14.2	651.0	0.99015	0.00985003	10.4036191459
14.2	652.0	0.98802	0.01198	10.6009745337
14.2	653.0	0.98585	0.01415	10.7218402673
14.2	654.0	0.98437	0.01563	10.8637338271
14.2	655.0	0.98394	0.01606	11.424897711
14.2	656.0	0.98457	0.01543	11.6283812779
14.2	657.0	0.98591	0.01409	11.6201091622
14.2	658.0	0.98745	0.01255	11.9371519022
14.2	659.0	0.98869	0.01131	12.4106731689
14.2	660.0	0.98924	0.01076	12.6850659449
14.2	661.0	0.98896	0.01104	12.6699296616
14.2	662.0	0.9864	0.0136	12.7917748313
14.2	663.0	0.9848	0.0152	12.8126825212
14.2	664.0	0.9835	0.0165	13.171788672
14.2	665.0	0.9827	0.0173	13.4714025976
14.2	666.0	0.98218	0.01782	13.2172250051
14.2	667.0	0.98098	0.01902	13.2124419543
14.2	668.0	0.97732	0.02268	12.6202615811
14.2	669.0	0.96887	0.03113	10.5121709329
14.2	670.0	0.9539	0.0461	5.07961607747
